session_id,session_title,session_description,session_type,start_datetime,end_datetime,duration_mins,duration_formatted,cost,prereg_link,skill_level,day,recorded,speakers,location,url,bio_html
2039,Web scraping with Python *pre-registered attendees only,"If you need data that's trapped on a website, writing some code to scrape the page could be your solution. This entry-level class will show you how to use the Python programming language to harvest data from a website into a data file. We'll introduce you to the command line and code notebookes and show you how to fetch and parse content from the web using Python.

Preregistration is required and seating is limited. Laptops will be provided.

Workshop prerequisites: This class is programming for beginners. Some basic familiarity with Python and HTML is helpful but not required.",Pre-registration - Hands-on,2025-03-07T20:15:00Z,2025-03-07T22:30:00Z,135,2h 15m,25,https://www.ire.org/product/nicar25-web-scraping-with-python/,Intermediate,Friday,No,Cody Winchester - IRE & NICAR,"Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2039,
2075,"Beginner track: Creating meatier stories: Sourcing, documents and other tools to start investigative reporting",Best strategies for taking daily reporting to the next step.,Panel,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,,Friday,Yes,"Cindy Galli - ABC News, Terri Langford - The Texas Tribune, Paula Lavigne - ESPN, Aaron Mendelson - The Trace","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2075,
2056,Findings and using undocumented APIs,"This tutorial will introduce reporters to an exciting and often overlooked data source found on every website. You will learn how to find and use hidden APIs as a reporting resource, and hear about how this data source has been used in past reporting. We'll be working off this scripted documented: https://inspectelement.org/apis

This session is for reporters who want to diversify their data sources. You don't need to write code: we'll teach participants to find hidden APIs in your web browser, but knowing some coding will let you to unlock detailed and rich datasets hidden in plain sight. Laptops will be provided.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Intermediate,Friday,No,"Piotr Sapiezynski - Northeastern University, Leon Yin - Bloomberg News","Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2056,
2043,How to be your own archivist,"Journalists like to say they're writing the first draft of history, but what happens when you're the sole record of that history, whether it's data, documents or other media? Come to this session to talk about creating, managing and maintining and archive in your newsroom, best practices, and what it means for your organization and the public at large.",Panel,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,,Friday,No,"Chris Amico - MuckRock, Mark Horvit - University of Missouri, Cheryl Phillips - Stanford University, Cam Rodriguez - The New York Times","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2043,
2076,Beginner track: Tools to save you time,"A review of tools and shortcuts that can help you with documents, data, organizing your work, etc., such as PDF converters, DocumentCloud, Wayback Machine, Pinpoint, Tabula, OpenRefine.",Panel,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,,Saturday,Yes,"Pooja Dantewadia - Realtor.com, Tyler Dukes - McClatchy Media, Cynthia Tu - Sahan Journal","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2076,
2037,PyCAR  *pre-registered attendees only,"This hands-on workshop will teach journalists basic programming concepts using the Python language. The class will introduce language basics and useful libraries in the course of a typical reporting project: scraping data from the web, analyzing a spreadsheet and visualizing the results.

This session is good for beginners who want to get started with Python.
Preregistration is required and seating is limited. You must bring your own laptop (no tablets) to this training.",Pre-registration - Hands-on,2025-03-08T15:00:00Z,2025-03-08T23:45:00Z,420,7h,75,https://www.ire.org/product/nicar25-pycar/,Intermediate,Saturday,No,"Irene Casado Sanchez - Big Local News, Caroline Ghisolfi - Houston Chronicle, Justin Mayo - Big Local News, Tom Meagher - The Marshall Project, Gerald Rich - Big Local News, Eric Sagara - Big Local News, Serdar Tumgoren - Big Local News","Birch Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2037,
2058,Behind the story: 2024 Philip Meyer winners,"A data deep dive into the 2024 Philip Meyer Award winners. Hear from reporters on how they gathered, cleaned, analyzed and visualized the data behind some of the year's biggest stories.",Panel,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,,Saturday,Yes,"Eric Fan - Bloomberg News, Alexia Fernandez Campbell - Bloomberg Industry Group, Brant Houston - University of Illinois, Pratheek Rebala - ProPublica","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2058,
2041,Upping your Excel game *pre-registered attendees only,"If you've found yourself struggling in a spreadsheet, thinking that whatever you were trying to achieve seemed harder than it should've been, then this is the class for you. We’ll learn about various tools and functions in Excel that come in handy when you need to re-structure or otherwise get your data ready for analysis. We'll cover string functions, logical functions, date functions, reshaping data, merging data using lookup functions and perhaps a few other nifty tricks if time allows. We’ll do some “drills” introducing you to these concepts, then put your new skills to work in a sort of “scrimmage,” fixing up some real-life data. You’ll also walk out with practice data and a 30-page tipsheet that covers, in detail, everything from the class, plus more that we won’t have time for.

Preregistration is required and seating is limited. Laptops will be provided for the training. 

Workshop prerequisites: You should have prior experience using Excel or Google Sheets, and be comfortable with introductory-level spreadsheet skills, such as sorting, filtering, SUM and AVERAGE functions, calculations such as percentage change or percent of total, and how to use pivot tables.",Pre-registration - Hands-on,2025-03-08T16:15:00Z,2025-03-08T18:30:00Z,135,2h 15m,25,https://www.ire.org/product/nicar25-upping-your-excel-game/,Intermediate,Saturday,No,MaryJo Webster - Minnesota Star Tribune,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2041,
2074,Beginner track: Writing with numbers,"Going from data to story: Best practices for writing about your data findings, reporting on other's surveys and studies and how to avoid common problems.",Panel,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,,Saturday,Yes,"Jaimi Dowdell - Reuters, Jennifer LaFleur - UC Berkeley","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2074,
2062,Finding the story: Labor data,"Labor market numbers are the bread and butter of most news organizations' monthly coverage cycles. In this session, a former labor reporter and current data reporter will help you move past the buzz of the latest unemployment rate to responsibly and soberly report on trends that affect the largest demographic in the world: workers.

This session is good for anyone comfortable with the basics of working in Google Sheets. Computers will be provided.",Hands-on,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,Beginner,Saturday,No,Adam Rayes - Michigan Public,"Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2062,
2077,Beginner track: Easy visualizations for your first data stories,Best practices for thinking about simple data visualizations to help tell your story and a peek at some free tools.,Panel,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,,Saturday,Yes,"Adriana Aguilar - ABC OTV Data Team, Brent Jones - NPR, Grace Manthey - CBS News & Stations, CJ Sinner - The Minnesota Star Tribune","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2077,
2067,Covering agriculture & our food supply with data,"During this session, panelists will share their experiences and tips for reporting on agricultural issues and data-driven food supply chains. Attendees will learn about relevant agricultural and environmental databases that will allow them to explore the intersections between food production, climate change, and economic factors.",Panel,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,,Saturday,Yes,"Mónica Cordero Sancho - Investigate Midwest, Leah Douglas - Reuters, John McCracken - Investigate Midwest, Gavin Off - The Charlotte Observer","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2067,
2046,First LLM Classifier: Practical AI in the newsroom *pre-registered attendees only,"Learn how journalists use large-language models to organize and analyze massive datasets.

Take this three-hour class to get hands-on experience creating a machine-learning model that can classify the text recorded in campaign contributions, crime reports, legislative bills, consumer complaints and other newsworthy data.

You will learn how to:
* Replace a complex machine-learning system with a simple LLM system
* Write a prompt that classifies text into predefined categories
* Evaluate your results using a rigorous, scientific approach
* Improve your prompt by training it with rules and examples

By the end, you will understand how the new class of LLM classifiers can outperform traditional machine-learning methods with significantly less code, and you will be ready to write one yourself.

Anyone who has dabbled with code and AI is qualified for this class. A curious mind and good attitude are all that’s required.

Preregistration is required and seating is limited. Laptops will be provided.",Pre-registration - Hands-on,2025-03-08T20:15:00Z,2025-03-08T23:45:00Z,210,3h 30m,40,https://www.ire.org/product/nicar25-first-large-language-model-classifier/,Advanced,Saturday,No,"Ben Welsh - Reuters, Derek Willis - University of Maryland","Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2046,
2014,Google Sheets 2: Formulas & sorting (repeat),"Much of Google Sheets' power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.

This session is good for: Anyone who has taken Google Sheets 1 or has been introduced to spreadsheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,Beginner,Saturday,No,Amy DiPierro - EdSource,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2014,
2036,Introduction to R *pre-registered attendees only,"We'll introduce you to R, a free, powerful open-source programming language that will take your data reporting to the next level. By the end of this three-hour session, you will be able to read data from common file types into R, clean and explore it, create visualizations, and make your entire data workflow reproducible. We'll also talk about how to find help when you're stuck.

Workshop prerequisites: This session will be most helpful if you’re comfortable working with data and you’re ready to take your skills to the next level.

Preregistration is required and seating is limited. Laptops will be provided for the training.",Pre-registration - Hands-on,2025-03-08T20:15:00Z,2025-03-08T23:45:00Z,210,3h 30m,40,https://www.ire.org/product/nicar25-introduction-to-r/,Intermediate,Saturday,No,Liz Lucas - University of Missouri School of Journalism,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2036,
2022,Google Sheets: Using string functions to manipulate data (repeat),"Maybe you converted a PDF or imported a table into a spreadsheet -- or maybe an agency gave you a poorly formatted file. You can use string functions to reformat your data and get your spreadsheets working for you. 

This session is good for: Anyone comfortable using formulas and functions in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,Beginner,Saturday,No,Lucia Walinchus - NBC Owned Stations,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2022,
2016,Google Sheets 3: Filtering & pivot tables (repeat),"A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way.

This session is good for: Anyone familiar with formulas, sorting and filtering in a spreadsheet program. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,Beginner,Saturday,No,Julie Christie - Independent journalist,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2016,
2034,First visual story: Launch a data-driven website *pre-registered attendees only,"Learn how America’s top news organizations escape rigid content-management systems to publish custom graphics on deadline.

Take this class to get hands-on experience in every stage of the development process, writing JavaScript, HTML and CSS within a Node.js framework. You’ll start with data from a real-life Los Angeles Times analysis. You won’t stop until you’ve crafted a custom presentation and deployed a working application on the World Wide Web.

Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class. If you’re a little scared, that’s a good thing. You’re ready for this.
Laptops will be provided.",Pre-registration - Hands-on,2025-03-09T14:00:00Z,2025-03-09T17:30:00Z,210,3h 30m,40,https://www.ire.org/product/nicar25-first-visual-story/,Intermediate,Sunday,No,"James Thomas - The New York Times, Ben Welsh - Reuters, Aida Ylanan - Centers for Disease Control and Prevention","Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2034,
2026,R 1: Intro to R and RStudio (repeat),"Jump into data analysis with R, the powerful open-source programming language. In this class we’ll cover R fundamentals and learn our way around the RStudio interface for using R.
This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Laptops will be provided.",Hands-on,2025-03-09T14:00:00Z,2025-03-09T15:00:00Z,60,1h,,,Intermediate,Sunday,No,Destiny Herbers - Flatwater Free Press,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2026,
2028,R 2: Data analysis and plotting (repeat),"We'll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join, and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you.
This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R and have some experience working with RStudio. Laptops will be provided.",Hands-on,2025-03-09T15:15:00Z,2025-03-09T16:15:00Z,60,1h,,,Intermediate,Sunday,No,Maia Rosenfeld - ABC News,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2028,
2018,Google Sheets: Advanced pivot tables (repeat),"You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class.

This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Laptops will be provided.

You will need a free Google account to participate.",Hands-on,2025-03-09T16:30:00Z,2025-03-09T17:30:00Z,60,1h,,,Beginner,Sunday,No,George LeVines - The Trace,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2018,
2030,R 3: Gathering and cleaning data (repeat),"Learn how to import a wide variety of files in R including spreadsheets, files on the web and HTML tables, and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages.
This session is good for: People who have some experience using R and the Tidyverse. Laptops will be provided.",Hands-on,2025-03-09T16:30:00Z,2025-03-09T17:30:00Z,60,1h,,,Intermediate,Sunday,No,Amelia McNamara - University of St. Thomas,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2030,
2087,Welcome first-timers & networking,"Welcome to the conference! Hear from IRE staff about tips and tactics to navigate our conference like a pro. Also, you'll learn about key resources that IRE offers once you're back home.",Networking,2025-03-06T14:00:00Z,2025-03-06T14:45:00Z,45,45m,,,,Thursday,No,"Diana Fuentes - IRE & NICAR, Laura Kurtzberg - IRE & NICAR, Laura Moscoso - IRE & NICAR, Adam Rhodes - IRE & NICAR, Cody Winchester - IRE & NICAR","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2087,
3013,Finding the story: Using DNS search for investigative journalism,"Every online interaction begins with a lookup in the Domain Name System (DNS), the backbone of the Internet. As a result, there are digital footprints left behind in the DNS. With the demise of Whois, investigative reporters are looking for new tools to uncover these footprints. Learn how to use DNSDB Scout, a tool to query DNSDB, a historical passive DNS database, to discover previously unknown online connections and gain new information to advance your  ongoing and breaking news investigations. 

Basic knowledge of the Domain Name System (DNS) is helpful, but not required. Attendees will need to bring their own laptop (no tablets) to participate in this class.",Hands-on,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,Intermediate,Thursday,No,"Kelly Molloy - Domain Tools, Daniel Schwalbe - DomainTools ","Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#3013,
3025,Analyze large datasets in Google Sheets via Google Cloud,"Connect large data sets to Google Sheets, which has UI patterns, querying tools and other affordances that more newsroom collaborators are comfortable with. 

This session is good for: people comfortable with csv, cloud services, spreadsheets and some SQL familiarity. Attendees will need to bring their own laptop (no tablets) to participate in this class.",Hands-on,2025-03-06T16:15:00Z,2025-03-06T17:15:00Z,60,1h,,,Intermediate,Thursday,No,Tiff Fehr - The New York Times,"Birch Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3025,
3014,Introduction to the command line (Macs),"Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. Even knowing a little will make your job easier. We will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work.

This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. Laptops will be provided.",Hands-on,2025-03-06T16:15:00Z,2025-03-06T17:15:00Z,60,1h,,,Intermediate,Thursday,No,Geoffrey Hing - The Marshall Project,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3014,
2086,Networking: Students,"Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session. 

This session is for journalism students.",Networking,2025-03-06T16:15:00Z,2025-03-06T17:15:00Z,60,1h,,,,Thursday,No,Jodie Fleischer - Cox Media Group,"Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2086,
3023,The wonders of CDC WONDER: Analyzing birth and death data,"In this session, panelists will share key data that they’ve relied on while reporting on the aftermath of the Dobbs decision to ultimately tell a larger story about public health, including from the CDC and WHO on maternal mortality, the AMA on OB/GYN training and workforces, and more. Speakers will point reporters to those sources and encourage them to think about new ways to tell the post-Dobbs story, with angles that go beyond abortion.
This session is good for anyone. Laptops will be provided.",Hands-on,2025-03-06T16:15:00Z,2025-03-06T17:15:00Z,60,1h,,,Beginner,Thursday,No,Paul Overberg - The Wall Street Journal,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#3023,
2091,Data scouting: A heuristic to plan data scraping and collection,"Few scraping projects are exactly the same, but you can scout out where to begin from a common set of questions. This talk will cover judgement calls to consider before collection; Web basics such as HTTP that help you scrape; and ways you can triage your target website to pick the right libraries and more. Participants for this beginner-to-intermediate session will get access to a repo of Jupyter notebooks with demos in Python.",Commons,2025-03-06T17:30:00Z,2025-03-06T18:30:00Z,60,1h,,,Beginner,Thursday,No,Alison Benjamin - BBC News,"Birch Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2091,
3004,Google Trends for journalism,"Find out how to discover what people are searching for, what's trending near you, and see the tools latest features with hands-on training. We will cover how to use Google Trends to find story ideas, add color to data-driven storytelling, and how to dive deeper to discover geographic patterns and how to build time and topic comparisons.",Demo,2025-03-06T17:30:00Z,2025-03-06T18:30:00Z,60,1h,,,Beginner,Thursday,Yes,NA,"Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3004,
2092,Networking for LGBTQ+ journalists,"Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session.

This session is for anyone who identifies as part of the LGBTQIA+ community or as an ally.",Networking,2025-03-06T17:30:00Z,2025-03-06T18:30:00Z,60,1h,,,,Thursday,No,Josh Hinkle - KXAN,"Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2092,
3024,Finding the story: Real estate data,"The housing market is packed with stories waiting to be found—if you know where to look. This session will show how to use real estate data that's freely available online, to identify trends, investigate market dynamics, and craft compelling, data-driven stories. We’ll cover essential housing metrics like home values, rental trends, inventory shifts, and affordability, while also discussing investigative techniques, time-series analysis, and visualization strategies. Whether you're tracking gentrification, housing shortages, or investor influence, this session will give you the tools and insights to turn complex real estate data into high-impact reporting.
This session is good for anyone! Laptops will be provided.",Hands-on,2025-03-06T20:15:00Z,2025-03-06T21:15:00Z,60,1h,,,Beginner,Thursday,No,Evan Wyloge - Independent journalist,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3024,
2017,Google Sheets: Advanced pivot tables,"You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class.

This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Laptops will be provided.

You will need a free Google account to participate.",Hands-on,2025-03-06T20:15:00Z,2025-03-06T21:15:00Z,60,1h,,,Beginner,Thursday,No,Emily Corwin - APM Reports,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2017,
3008,Master the power of mapping with QGIS,"Mapping is a powerful tool to find patterns in data that can only be explored on a map. This session will give you the basics for doing mapping with the open-source tool QGIS.  You'll learn how to build thematic maps, how to bring outside data into QGIS and connect it to your map and how to combine data in a map to look at geographic relationships in your data.
This class is good for those with solid spreadsheet skills ready to move into mapping. Pre-registration is required and seating is limited. Laptops will be provided.",Pre-registration - Hands-on,2025-03-06T20:15:00Z,2025-03-06T23:45:00Z,210,3h 30m,,https://www.ire.org/product/nicar25-mapping-with-qgis/,Beginner,Thursday,No,"Jennifer LaFleur - UC Berkeley, Charles Minshew - The Atlanta Journal-Constitution","Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3008,
2097,Spreading data wisdom through mentoring,"We’ve all have mentors, maybe just for that one breakfast, maybe for that one job transition, maybe for a lifetime. We’ll talk about how to find a mentor, how to set goals, how often to reach out, how to be a good mentor and how to be a good mentee. And why it’s sometimes important to look for help outside your workplace. Bring your questions, we'll leave plenty of time for Q&A.",Panel,2025-03-06T20:15:00Z,2025-03-06T21:15:00Z,60,1h,,,,Thursday,Yes,"Sandra Fish - Independent journalist, Adrian Garcia - Financial Times Specialist, John Harden - The Washington Post, Caitlin Ostroff - The Wall Street Journal","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2097,
2096,Media lawyer Q&A,Does your investigation contain complex legal questions? Unsure of how to proceed? Bring your questions for a personal discussion with some prominent media law experts.,Panel,2025-03-06T21:30:00Z,2025-03-06T22:30:00Z,60,1h,,,,Thursday,No,"Renee Griffin - Reporters Committee for Freedom of the Press, Maggie Mulvihill - Boston University, Leita Walker - Ballard Spahr LLP","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2096,
2094,Spatial analysis in R: 201,"Take your spatial skills up a notch by learning to use image-based data derived from satellite observations. In this session, you’ll discover how to navigate tricky filetypes like netCDF and TIF, all within the comfort of RStudio. Learn how to extract decades of real-time measurements from variables like ocean heat, temperature, land use, air pollution and more. By the end, you’ll have the tools to join satellite measurements with traditional shapefiles.
This session is good for journalists who are comfortable with the basics of R and Rstudio. Attending ""Spatial analysis in R: 101"" is recommended. Laptops will be provided.",Hands-on,2025-03-06T21:30:00Z,2025-03-06T22:30:00Z,60,1h,,,Intermediate,Thursday,No,"Ryan Little - The Baltimore Banner, Shreya Vuttaluru - Tampa Bay Times","Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2094,
2082,Data stories that don't look or sound like data stories,Don't be boring! Get and use data in your investigations but remember you're telling a story to an audience that's probably not as geeked out by the data as you are.,Panel,2025-03-06T22:45:00Z,2025-03-06T23:45:00Z,60,1h,,,,Thursday,Yes,"Carrie Cochran - Looking for work (formerly Scripps News), Jodie Fleischer - Cox Media Group, Tom Scheck - APM Reports","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2082,
3016,Finding the story: Using DNS search for investigative journalism (repeat),"Every online interaction begins with a lookup in the Domain Name System (DNS), the backbone of the Internet. As a result, there are digital footprints left behind in the DNS. With the demise of Whois, investigative reporters are looking for new tools to uncover these footprints. Learn how to use DNSDB Scout, a tool to query DNSDB, a historical passive DNS database, to discover previously unknown online connections and gain new information to advance your  ongoing and breaking news investigations. 

Basic knowledge of the Domain Name System (DNS) is helpful, but not required. Attendees will need to bring their own laptop (no tablets) to participate in this class.",Hands-on,2025-03-06T22:45:00Z,2025-03-06T23:45:00Z,60,1h,,,Intermediate,Thursday,No,"Kelly Molloy - Domain Tools, Daniel Schwalbe - DomainTools ","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3016,
2095,Spatial analysis in R: 301,"Data that lacks a shared column for direct joins can often still be connected through maps. But common geographies like census tracts and precincts rarely align perfectly. Despite these challenges, it’s still possible to estimate how votes shifted across neighborhoods or calculate statistical relationships using Census data. This process is called interpolation — learn how to translate data from one map to another and bridge geographic gaps in their data analysis. This session is good for journalists who are comfortable with the basics of R and Rstudio. Attending ""Spatial analysis in R: 201"" is recommended. Laptops will be provided.",Hands-on,2025-03-06T22:45:00Z,2025-03-06T23:45:00Z,60,1h,,,Intermediate,Thursday,No,"Ryan Little - The Baltimore Banner, Shreya Vuttaluru - Tampa Bay Times","Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2095,
3030,Mentor program breakfast (invitation-only event),"If you signed up for the conference mentor program, come meet your match at this invitation-only breakfast.",Special,2025-03-07T13:30:00Z,2025-03-07T14:45:00Z,75,1h 15m,,,,Friday,No,NA,"Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3030,
3017,What's new in the world of LLMs,Not available/NA/-999/404,Special,2025-03-07T15:00:00Z,2025-03-07T16:00:00Z,60,1h,,,,Friday,No,Simon Willison - Datasette,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#3017,
2098,Digging deep: Scraping government websites,"Join us as we scrape a government website live and dig pages deep to extract specific data. Whether your data is a search bar and five clicks into the database, or located in a document, we’ll show you how to use a tool that will save your team hours of work and make what seems impossible, possible.

This session is sponsored by Bright Data. IRE retains control of content, including the topic and speaker selection, for all conference sessions.",Demo,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,Beginner,Friday,Yes,"Jennifer Burns - Bright Data, Michael Newton - Bright Data","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2098,
3001,"Layer Cake: How to build reusable, customizable graphics with D3 and Svelte","Working on deadline, news graphics need to be made quickly. They also often require customization to meet the needs of the day's story accurately and cleanly. These two requirements are often at odds with one another. Graphics libraries that let you make charts quickly are often not customizable. The most customizable graphics framework, D3, often requires a great deal of prep and code to even make a simple bar chart.

In this presentation, we'll look at Layer Cake, which is a graphics framework in Svelte built for these twin demands of a newsroom. Its approach is different from most frameworks or libraries you may have worked with and we'll look at how you can create reusable code to  produce engaging graphics in a fast-paced environment.

This session is good for people who have knowledge of JavaScript and D3 already and want to learn how to translate that to Svelte. Experience with Svelte is not required but will be helpful. We'll discuss the philosophy behind project code as much as possible. Attendees will need to bring their own laptop (no tablets) for the training.",Hands-on,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,Advanced,Friday,No,Michael Keller - The New York Times,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#3001,
2084,The chaos in college sports: What all students should know,"Do you pay tuition? Interested in sports? Regardless of your devotion to your school’s team, the amateur athletics model that has ruled for decades is crashing down, thanks to the recent House settlement. And students may pay part of that price. Most Division I schools are expected to start paying athletes up to $20 million a year (total), but the settlement is wreaking havoc in Athletics departments trying to get ready for implementation July 1. Whether it’s Title IX equity, fundraising challenges, student fee increases, student-athletes losing positions on teams…there are dozens of stories to cover on campus in this new world of college athletics. And all that before the new administration makes changes. We’ll give you details on the settlement arrangement and its expected impact on NIL and other issues, plus hands-on help on how to track the documents and data to cover what’s happening at your school.

This panel will be immediately followed by a networking reception for those who attend the panel.",Panel,2025-03-07T16:15:00Z,2025-03-07T18:30:00Z,135,2h 15m,,,,Friday,Yes,"Peyton Barish - Knight Commission on Intercollegiate Athletics, Josh Fine - Syracuse University, Paula Lavigne - ESPN, Jodi Upton - Syracuse University","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2084,
2093,Networking for journalists of color,"Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session.

This session is for journalists of color.",Networking,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,,Friday,No,NA,"Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2093,
1065,"dRy - don’t repeat yourself, in R","You may have heard of the DRY principle in coding: don’t repeat yourself. But how do you actually do it? Join us as we walk you through iteration techniques in R to make your data analysis more efficient including how to import multiple files at once, creating unique functions and generating parameterized reports. 

This session is good for: basic R users who want to ramp up their data analysis skills. Laptops will be provided.",Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Intermediate,Friday,No,"Ella Barnes - University of Texas at Austin, Karina Kumar - University of Texas at Austin, Christian McDonald - University of Texas at Austin","Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1065,
